"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16454835096";"784	";"TORNOZELEIRA 5 CORACOES CHAPA PRATA925- TOR0001";"UN";"7113.20.00";"0";"89,90";"0,00";"";"Ativo";"2,00";"33,66";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"33,66";"0,0000";"0,0000";"0,0000";"";""
"16454833359";"783	";"TORNOZELEIRA GOTAS ROSA CLARO PRATA925- TOR0220";"UN";"7113.20.00";"0";"79,90";"0,00";"";"Ativo";"2,00";"27,97";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"27,97";"0,0000";"0,0000";"0,0000";"";""
"16454832901";"782	";"TORNOZELEIRA ELOS ESTRELA E CORACAO PRATA925-TOR0231";"UN";"7113.20.00";"0";"77,90";"0,00";"";"Ativo";"1,00";"26,90";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"26,90";"0,0000";"0,0000";"0,0000";"";""
"16454831642";"781	";"TORNEZELEIRA INDIANA C CORACAO CRISTAL PRATA925-TOR0232";"UN";"7113.20.00";"0";"169,90";"0,00";"";"Ativo";"0,00";"77,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"77,00";"0,0000";"0,0000";"0,0000";"";""
"16454829379";"780	";"TORNOZELEIRA ESTRELA MAR PEND PRATA925- TOR0222";"UN";"7113.20.00";"0";"65,90";"0,00";"";"Ativo";"2,00";"23,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"23,00";"0,0000";"0,0000";"0,0000";"";""
"16454828642";"779	";"GARGANTILHA TERCO N S A C 11 ZIRC PRATA925- GRT1230";"UN";"7113.20.00";"0";"179,90";"0,00";"";"Ativo";"0,00";"70,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"70,00";"0,0000";"0,0000";"0,0000";"";""
"16454828084";"778	";"GARGANTILHA CORACAO CRAVEJADO PRATA925- GRT1220";"UN";"7113.20.00";"0";"179,90";"0,00";"";"Ativo";"0,00";"65,07";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"65,07";"0,0000";"0,0000";"0,0000";"";""
"16454827774";"777	";"GARGANTILHA LACO CRAVEJADO PRATA925- GRT1208";"UN";"7113.20.00";"0";"175,00";"0,00";"";"Ativo";"0,00";"75,92";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"75,92";"0,0000";"0,0000";"0,0000";"";""
"16454818942";"776	";"GARGANTILHA 12 ZIRC CRISTAL RED PRATA925- GRT1198";"UN";"7113.20.00";"0";"159,90";"0,00";"";"Ativo";"0,00";"57,59";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"57,59";"0,0000";"0,0000";"0,0000";"";""
"16454818555";"775	";"GARGANTILHA C N S AP E CORACAO PRATA925 40CM- GRT1196";"UN";"7113.20.00";"0";"149,90";"0,00";"";"Ativo";"1,00";"49,36";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"49,36";"0,0000";"0,0000";"0,0000";"";""
"16454818290";"774	";"GARGANTILHA N S APARECIDA CRAV PRATA925- GRT1187";"UN";"7113.20.00";"0";"169,00";"0,00";"";"Ativo";"1,00";"72,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"72,00";"0,0000";"0,0000";"0,0000";"";""
"16454818029";"773	";"ESCAPULARIO CRUZ E ESP SANTO 60CM PRATA925- ESC0125";"UN";"7113.20.00";"0";"199,00";"0,00";"";"Ativo";"1,00";"97,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"97,00";"0,0000";"0,0000";"0,0000";"";""
"16454817835";"772	";"GARGANTULHA LAMINADA 45CM PRATA925 - CRF0887";"UN";"7113.20.00";"0";"249,00";"0,00";"";"Ativo";"0,00";"104,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"104,00";"0,0000";"0,0000";"0,0000";"";""
"16454817566";"771	";"BRINCO MEIA BOLA CRAVEJADA M PRATA925- BRC2589";"UN";"7113.20.00";"0";"96,90";"0,00";"";"Ativo";"1,00";"48,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"48,00";"0,0000";"0,0000";"0,0000";"";""
"16454817374";"770	";"BRINCO MEIA BOLA CRAVEJADA P PRATA925- BRC2588";"UN";"7113.20.00";"0";"79,90";"0,00";"";"Ativo";"1,00";"29,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"29,00";"0,0000";"0,0000";"0,0000";"";""
"16454817106";"769	";"BRINCO ESTRELA CRAVEJADA 8 PONTAS PRATA925- BRC2580";"UN";"7113.20.00";"0";"84,90";"0,00";"";"Ativo";"2,00";"29,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"29,00";"0,0000";"0,0000";"0,0000";"";""
"16454816856";"768	";"BRINCO CIRCULO VAZADO CRAV 12 ZIRC PRATA925- BRC2268";"UN";"7113.20.00";"0";"99,00";"0,00";"";"Ativo";"0,00";"39,64";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"39,64";"0,0000";"0,0000";"0,0000";"";""
"16454816655";"767	";"ARGOLA CORACAO C TARRAXA 2.6CM PRATA925- ARG1564";"UN";"7113.20.00";"0";"49,90";"0,00";"";"Ativo";"0,00";"17,00";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"17,00";"0,0000";"0,0000";"0,0000";"";""
"16454759576";"766	";"BRINCO ARG RENDA ITALIANA RED 4MM PRATA925- ARG1526";"UN";"7113.20.00";"0";"179,00";"0,00";"";"Ativo";"2,00";"66,24";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"66,24";"0,0000";"0,0000";"0,0000";"";""
"16454759039";"765	";"ARGOLA CLICK 6 CORACAO LISO PRATA925- ARG1260";"UN";"7113.20.00";"0";"149,00";"0,00";"";"Ativo";"2,00";"20,52";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"20,52";"0,0000";"0,0000";"0,0000";"";""
"16454758574";"764	";"BRINCO ARGOLA CLICK 2 FIL M PRATA925- ARG1248";"UN";"7113.20.00";"0";"159,00";"0,00";"";"Ativo";"2,00";"61,79";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"61,79";"0,0000";"0,0000";"0,0000";"";""
"16454757431";"763	";"BRINCO ARGOLA TORC G 4,1CM PRATA925- ARG1194";"UN";"7113.20.00";"0";"87,90";"0,00";"";"Ativo";"3,00";"30,48";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"30,48";"0,0000";"0,0000";"0,0000";"";""
"16454756756";"762	";"BRINCO ARGOLA FIO TORC P 2,6CM PRATA925- ARG1192";"UN";"7113.20.00";"0";"75,90";"0,00";"";"Ativo";"2,00";"16,91";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"16,91";"0,0000";"0,0000";"0,0000";"";""
"16454752816";"761	";"ANEL CIRCULO VAZAD CRAVEJADO PRATA925- ANL1702";"UN";"7113.20.00";"0";"99,00";"0,00";"";"Ativo";"0,00";"35,05";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"35,05";"0,0000";"0,0000";"0,0000";"";""
"16454752192";"760	";"ANEL CORACAO VAZ C ZIRC OVAL PRATA925- ANL1697";"UN";"7113.20.00";"0";"75,90";"0,00";"";"Ativo";"0,00";"25,33";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"25,33";"0,0000";"0,0000";"0,0000";"";""
"16454751639";"759	";"ANEL ZIRC CRISTAL 5MM C 14 ZIRC PRATA925- ANL1683";"UN";"7113.20.00";"0";"109,90";"0,00";"";"Ativo";"1,00";"38,79";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"38,79";"0,0000";"0,0000";"0,0000";"";""
"16454751055";"758	";"ANEL LACO LISO C LAT CRAVEJAD PRATA925- ANL1680";"UN";"7113.20.00";"0";"74,90";"0,00";"";"Ativo";"2,00";"24,58";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"24,58";"0,0000";"0,0000";"0,0000";"";""
"16454750452";"757	";"ANEL LACO LISO PRATA925- ANL1672";"UN";"7113.20.00";"0";"58,90";"0,00";"";"Ativo";"0,00";"19,34";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"19,34";"0,0000";"0,0000";"0,0000";"";""
"16454749600";"756	";"ANEL COROA MINI CORACOES ARO PRATA925- ANL1669";"UN";"7113.20.00";"0";"89,90";"0,00";"";"Ativo";"1,00";"31,97";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"31,97";"0,0000";"0,0000";"0,0000";"";""
"16454748966";"755	";"ANEL LISO C CRUZ VERT VAZADO PRATA925- ANL1668";"UN";"7113.20.00";"0";"62,90";"0,00";"";"Ativo";"2,00";"20,52";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"20,52";"0,0000";"0,0000";"0,0000";"";""
"16454748204";"754	";"ANEL 5 ZIRC EMB C FIO ONDULADO PRAT925- ANL1666";"UN";"7113.20.00";"0";"79,90";"0,00";"";"Ativo";"1,00";"28,13";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"28,13";"0,0000";"0,0000";"0,0000";"";""
"16454744553";"753	";"ANEL LISO C ONDA CRAVEJ PRATA925- ANL1663";"UN";"7113.20.00";"0";"89,90";"0,00";"";"Ativo";"1,00";"31,60";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"31,60";"0,0000";"0,0000";"0,0000";"";""
"16454682563";"752	";"ANEL LISO PARTE FRONTAL 2 FIOS TRANCADO PRATA925-  ANL1660";"UN";"7113.20.00";"0";"75,00";"0,00";"";"Ativo";"1,00";"24,95";"	";"HALINNE SEMI JOIAS LTDA";"	";"0,00";"1,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"Mercadoria para Revenda";"";"0,00";"";"0";"";"HALINNE SEMIJOIAS";"28.058.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"24,95";"0,0000";"0,0000";"0,0000";"";""
